tile_z_x_y,mask,center_mask,width,length
13_3780_4330,"[(20, 139.5), (21.5, 138), (21.5, 134), (19.5, 130), (16, 126.5), (15, 127.5), (0, 112.5), (0, 127), (10, 137.5), (20, 139.5)]","[121027.756, 488213.233]",5.049,13.958
13_3780_4330,"[(102, 105), (122, 67), (133, 73), (112, 110)]","[121073.004, 488230.077]",18.034,5.263
13_3780_4330,"[(54, 102), (64, 108), (86, 69), (74, 63)]","[121052.982, 488231.477]",18.806,5.628
13_3780_4330,"[(104, 10), (116, 18), (90, 58), (79, 52)]","[121064.641, 488252.919]",20.529,6.049
13_3780_4330,"[(96, 206), (100, 205), (127, 230), (146, 250), (146, 256), (137, 255), (108, 228), (93, 213), (94, 208)]","[121073.769, 488170.289]",4.823,29.722
13_3719_4287,"[(253, 34.5), (255.5, 33), (255.5, 15), (247.5, 2), (243, 0), (236.5, 5), (233, 9), (240, 17), (242.5, 20), (253, 34.5)]","[114568.53, 483637.463]",6.606,14.178
13_3763_4311,"[(139, 29.5), (168, 17.5), (168.5, 15), (165.5, 7), (163, 4.5), (151, 10.5), (133, 16.5), (131.5, 20), (133.5, 25), (136, 29.5), (139, 29.5)]","[119258.862, 486216.948]",15.286,6.005
13_3763_4311,"[(106, 41.5), (121, 38), (133, 32), (128, 21), (105, 30.5), (100.5, 34), (102.5, 39), (106, 41.5)]","[119245.014, 486210.841]",12.962,5.477
13_3763_4311,"[(27, 74.5), (29, 72.5), (57, 61.5), (62.5, 57), (63.5, 53), (59, 51.5), (53, 52.5), (22, 65.5), (20.5, 72), (24, 74.5), (27, 74.5)]","[119213.269, 486198.05]",19.741,4.298
13_3778_4300,"[(164, 255.5), (164.5, 217), (149, 216.5), (148.5, 255), (164, 255.5)]","[120874.37, 484942.48]",16.297,6.512
13_3793_4297,"[(202, 59.5), (211, 57.5), (212.5, 55), (202.5, 11), (201, 7.5), (199, 7.5), (191, 9.5), (190.5, 13), (202, 59.5)]","[122506.064, 484705.16]",5.094,21.596
13_3793_4297,"[(217, 107.5), (227, 104.5), (228.5, 100), (218.5, 67), (215, 65.5), (205, 68.5), (203.5, 71), (214.5, 107), (217, 107.5)]","[122512.256, 484682.76]",6.516,17.15
13_3793_4297,"[(230, 147.5), (245.5, 140), (231, 105.5), (215.5, 113), (221.5, 130), (230, 147.5)]","[122518.148, 484665.864]",7.665,16.099
13_3793_4297,"[(246, 185.5), (255.5, 180), (255.5, 163), (247.5, 145), (245, 144.5), (230, 151.5), (229.5, 153), (244.5, 185), (246, 185.5)]","[122524.159, 484650.229]",8.271,15.782
13_3754_4281,"[(100, 152), (104.5, 142), (104, 139.5), (80, 131.5), (77.5, 132), (74.5, 138), (74, 143), (97, 151)]","[118265.602, 482939.333]",5.512,12.485
13_3754_4281,"[(256, 47), (210, 57), (208, 62), (209, 68), (217, 68), (255, 59)]","[118325.645, 482974.268]",21.163,5.139
13_3792_4358,"[(180, 105.5), (186, 104.5), (187.5, 102), (182.5, 60), (175, 59.5), (170.5, 61), (170.5, 67), (174.5, 103), (176, 105.5), (180, 105.5)]","[122388.981, 491243.07]",5.471,19.433
13_3792_4358,"[(185, 153.5), (192.5, 117), (177, 113.5), (169.5, 150), (171, 151.5), (185, 153.5)]","[122389.903, 491221.576]",16.141,6.673
13_3792_4358,"[(172, 190.5), (183.5, 160), (167, 154.5), (156.5, 185), (172, 190.5)]","[122385.242, 491205.367]",13.685,7.305
13_3792_4358,"[(157, 225.5), (169.5, 197), (153, 189.5), (140.5, 218), (150, 223.5), (157, 225.5)]","[122378.978, 491190.504]",13.584,7.612
13_3792_4358,"[(143, 255.5), (153.5, 232), (139, 225.5), (124.5, 255), (143, 255.5)]","[122372.556, 491176.089]",13.797,7.176
13_3791_4341,"[(220, 157), (242, 124), (228, 114.5), (206.5, 149), (216, 154.5)]","[122300.584, 489392.854]",17.073,7.101
13_3791_4341,"[(194, 202.5), (213.5, 168), (212, 165.5), (201, 159.5), (196.5, 162), (179.5, 194), (194, 202.5)]","[122288.981, 489374.16]",17.248,7.456
13_3791_4341,"[(175, 237.5), (186, 220), (182, 218), (177, 214), (171, 210), (160.5, 229), (173, 237.5), (175, 237.5)]","[122279.05, 489355.722]",9.332,7.569
13_3791_4341,"[(168, 255.5), (175.5, 239), (162, 233.5), (152.5, 255), (168, 255.5)]","[122275.362, 489346.742]",10.051,6.12
13_3793_4302,"[(49, 219.5), (54, 216.5), (56.5, 213), (37.5, 180), (35, 179.5), (28, 183.5), (26.5, 186), (44.5, 217), (49, 219.5)]","[122438.88, 485172.882]",5.261,17.504
13_3793_4302,"[(81, 255.5), (80.5, 252), (63, 223.5), (59, 224.5), (51.5, 230), (67, 255.5), (81, 255.5)]","[122449.193, 485155.519]",5.601,15.93
13_3771_4332,"[(211, 255), (211, 254.5), (223, 246), (226, 242), (238, 230), (240, 227.5), (244.5, 223), (250, 216), (249, 211), (246, 210), (244, 210), (237, 214.5), (228, 223), (224, 226.5), (212, 239), (209, 240.5), (206, 248), (206, 252), (209, 254)]","[120151.47, 488384.737]",24.952,5.701
13_3788_4363,"[(135, 15.5), (145.5, 6), (140, 0), (123, 0), (123.5, 2), (135, 15.5)]","[121940.384, 491812.933]",5.947,8.209
13_3788_4363,"[(154, 51.5), (166.5, 39), (146, 15.5), (131.5, 28), (150.5, 50), (154, 51.5)]","[121946.483, 491801.174]",8.101,13.65
13_3788_4363,"[(187, 75.5), (195.5, 65), (197.5, 60), (172, 41.5), (170, 41.5), (159.5, 56), (187, 75.5)]","[121958.966, 491790.926]",8.012,14.463
13_3788_4363,"[(217, 92.5), (225.5, 82), (203, 62.5), (194.5, 73), (217, 92.5)]","[121972.04, 491782.81]",5.671,12.696
13_3788_4363,"[(89, 109.5), (97, 103.5), (101.5, 98), (78.5, 70), (75, 67.5), (63.5, 77), (63.5, 79), (89, 109.5)]","[121918.431, 491778.29]",7.264,17.542
13_3788_4363,"[(235, 115.5), (245.5, 104), (229, 88.5), (227, 88.5), (217.5, 99), (235, 115.5)]","[121981.068, 491772.716]",6.54,10.213
13_3788_4363,"[(255, 135.5), (255.5, 114), (249, 107.5), (238.5, 119), (255, 135.5)]","[121988.463, 491764.878]",6.534,10.097
13_3788_4363,"[(142, 170.5), (152.5, 161), (126, 130.5), (115.5, 140), (115.5, 142), (142, 170.5)]","[121939.94, 491752.144]",6.511,16.966
13_3788_4363,"[(169, 202.5), (179.5, 193), (156, 164.5), (145.5, 174), (164.5, 199), (169, 202.5)]","[121952.04, 491738.142]",6.464,15.787
13_3788_4363,"[(196, 238.5), (203.5, 232), (184.5, 203), (182, 202.5), (174.5, 209), (193.5, 238), (196, 238.5)]","[121963.22, 491722.75]",4.894,15.87
13_3788_4363,"[(227, 255.5), (216, 241.5), (203.5, 251), (206, 255.5), (227, 255.5)]","[121973.996, 491710.145]",7.022,7.477
13_3788_4363,"[(8, 13), (22, 1), (53, 38), (36, 53), (31, 50), (35, 44)]","[121896.771, 491804.319]",10.319,20.517
13_3788_4363,"[(95, 117), (95, 117), (109, 105), (126, 127), (112, 138)]","[121930.243, 491764.262]",7.737,11.677
13_3807_4315,"[(10, 61.5), (22.5, 60), (22.5, 43), (21, 41.5), (0, 42), (0, 61), (10, 61.5)]","[123931.41, 486632.82]",9.45,8.4
13_3807_4315,"[(72, 59), (73, 56), (74, 47), (64, 46.5), (29.5, 47), (29.5, 57), (31, 58.5), (64, 58.5)]","[123948.399, 486632.308]",5.209,18.689
13_3807_4315,"[(255, 61.5), (255, 46.5), (234.5, 47), (235, 61.5), (255, 61.5)]","[124029.591, 486631.681]",8.613,6.298
13_3772_4332,"[(184, 76.5), (224.5, 34), (225, 26.5), (219, 27.5), (211, 34.5), (189.5, 59), (180.5, 67), (178.5, 70), (178.5, 74), (181, 76.5), (184, 76.5)]","[120248.333, 488460.684]",27.951,3.96
13_3772_4332,"[(114, 95.5), (141.5, 68), (141.5, 66), (135, 59.5), (105.5, 88), (114, 95.5)]","[120215.619, 488449.621]",17.225,4.752
13_3772_4332,"[(149, 115.5), (175.5, 88), (176.5, 80), (175, 78.5), (167, 80.5), (143.5, 106), (142, 112), (146, 115.5), (149, 115.5)]","[120230.489, 488441.569]",19.749,4.756
13_3772_4332,"[(68, 138.5), (102.5, 103), (97, 96.5), (62.5, 131), (61.5, 135), (64, 137.5), (68, 138.5)]","[120197.764, 488432.589]",22.009,3.852
13_3772_4332,"[(1, 208.5), (33.5, 176), (34.5, 171), (32, 168.5), (25, 169.5), (0, 196), (0, 208), (1, 208.5)]","[120170.342, 488403.948]",21.234,4.455
13_3790_4321,"[(195, 41.5), (194.5, 33), (165.5, 0), (155, 0), (154.5, 2), (182.5, 35), (188, 40.5), (195, 41.5)]","[122172.875, 487291.153]",4.34,24.183
13_3790_4321,"[(186, 50.5), (188.5, 47), (186.5, 42), (162.5, 13), (156, 6.5), (152, 6.5), (148.5, 11), (149.5, 14), (181, 50.5), (186, 50.5)]","[122169.652, 487287.626]",4.408,23.32
13_3790_4321,"[(222, 86.5), (223.5, 85), (223.5, 75), (216.5, 52), (210.5, 35), (207, 31.5), (203, 31.5), (200.5, 34), (199.5, 38), (211.5, 74), (216.5, 85), (218, 86.5), (222, 86.5)]","[122188.02, 487275.056]",4.914,24.438
13_3790_4321,"[(195, 206.5), (239, 178.5), (242.5, 175), (242.5, 172), (238, 168.5), (234, 170.5), (192, 197.5), (188.5, 202), (192, 206.5), (195, 206.5)]","[122189.551, 487220.688]",25.891,3.962
13_3790_4321,"[(148, 243.5), (186, 218.5), (189.5, 215), (189.5, 212), (188, 210.5), (184, 210.5), (147, 234.5), (143.5, 238), (143.5, 241), (148, 243.5)]","[122168.766, 487204.325]",22.835,3.389
13_3790_4321,"[(121, 255.5), (140.5, 242), (141, 234.5), (134, 234.5), (104.5, 255), (121, 255.5)]","[122151.698, 487196.277]",17.505,4.144
13_3777_4325,"[(140, 33.5), (149.5, 26), (165, 0), (150.5, 0), (136.5, 24), (136.5, 33), (140, 33.5)]","[120763.651, 487723.226]",18.034,5.231
13_3777_4325,"[(45, 202.5), (49.5, 199), (62.5, 178), (62.5, 174), (60, 171.5), (54.5, 173), (40.5, 197), (41.5, 201), (45, 202.5)]","[120722.851, 487651.179]",14.617,3.96
13_3777_4325,"[(19, 253.5), (41.5, 214), (41.5, 209), (37, 205.5), (29.5, 213), (10.5, 248), (12, 250.5), (19, 253.5)]","[120712.273, 487633.143]",21.62,4.587
13_3777_4325,"[(164, 57), (190, 11), (198, 7), (200, 18), (184, 46), (174, 64), (169, 65), (164, 61)]","[120777.677, 487714.118]",27.2,5.103
13_3789_4307,"[(119, 17.5), (154, 7.5), (155.5, 6), (154.5, 1), (153, 0), (136, 0), (115, 5.5), (116.5, 15), (119, 17.5)]","[122047.592, 485791.181]",16.929,5.301
13_3789_4307,"[(90, 28.5), (112, 22.5), (113.5, 20), (111.5, 13), (109, 12), (84, 18), (86.5, 28), (90, 28.5)]","[122032.832, 485785.743]",11.816,4.89
13_3789_4307,"[(46, 42.5), (81, 31.5), (81.5, 28), (78.5, 20), (40, 31.5), (42.5, 42), (46, 42.5)]","[122016.904, 485780.998]",17.378,5.148
13_3789_4307,"[(0, 56.5), (13.5, 52), (10, 41.5), (0, 45), (0, 56.5)]","[121993.852, 485773.654]",5.977,4.649
13_3725_4282,"[(9, 222), (19, 206), (0, 194.5), (0, 212), (5, 219)]","[115113.246, 483018.771]",7.924,9.328
13_3725_4282,"[(97, 255.5), (75, 241.5), (72.5, 242), (66.5, 253), (70, 255.5), (97, 255.5)]","[115143.187, 483001.055]",6.088,11.725
13_3725_4282,"[(38, 219), (67, 238), (59, 250), (32, 230)]","[115130.812, 483007.769]",6.057,14.561
13_3720_4286,"[(155, 41.5), (164, 36.5), (165.5, 34), (146.5, 2), (145, 0.5), (133, 0.5), (131.5, 2), (134.5, 8), (155, 41.5)]","[114635.065, 483528.152]",5.62,19.648
13_3720_4286,"[(179, 86), (180, 88), (194, 80), (169, 42), (165, 43), (155.5, 48), (161, 61), (175, 81)]","[114645.601, 483509.136]",7.193,20.115
13_3720_4286,"[(207, 122.5), (215.5, 116), (195.5, 84), (193, 83.5), (185, 88.5), (184.5, 91), (203.5, 121), (207, 122.5)]","[114656.346, 483493.113]",5.476,17.007
13_3720_4286,"[(236, 182.5), (243, 178.5), (247, 177), (251, 176), (225, 131), (218, 133.5), (210.5, 139), (236, 182.5)]","[114669.223, 483470.566]",6.954,22.39
13_3797_4290,"[(129, 40.5), (134.5, 29), (133, 25.5), (112, 16.5), (109, 17.5), (88, 6.5), (79, 6.5), (76.5, 8), (74.5, 12), (75.5, 15), (81, 20.5), (129, 40.5)]","[122895.618, 483957.013]",6.558,26.008
13_3797_4290,"[(176, 43.5), (180.5, 30), (180, 25.5), (148, 17.5), (144.5, 18), (140.5, 34), (142, 35.5), (176, 43.5)]","[122918.979, 483953.68]",7.945,15.891
13_3797_4290,"[(227, 52.5), (230.5, 39), (230, 34.5), (217, 31.5), (212, 32.5), (206, 29.5), (188, 25.5), (185.5, 27), (183, 43.5), (227, 52.5)]","[122938.336, 483950.006]",7.827,19.527
13_3797_4290,"[(255, 57.5), (255, 39.5), (236, 35.5), (231.5, 37), (229.5, 47), (230, 52.5), (255, 57.5)]","[122953.491, 483946.98]",7.496,11.367
13_3813_4319,"[(217, 134.5), (220.5, 127), (219.5, 112), (212.5, 70), (210, 66.5), (207, 65.5), (202.5, 69), (201.5, 74), (209.5, 123), (212.5, 130), (217, 134.5)]","[124660.616, 487043.028]",4.89,29.278
13_3813_4319,"[(255, 116), (255, 101), (253.5, 83), (251.5, 71), (248.5, 63), (243, 59.5), (239.5, 65), (239.5, 73), (243.5, 99), (252, 147), (256, 148)]","[124676.331, 487043.191]",5.173,37.568
13_3813_4319,"[(208, 153), (205, 129), (201.5, 118), (197, 88), (196.5, 84), (196, 83), (195.5, 80), (192.5, 73), (187, 71.5), (183.5, 75), (183.5, 79), (189.5, 114), (198, 158), (203, 161)]","[124654.077, 487035.968]",5.228,38.184
13_3813_4319,"[(168, 167.5), (171.5, 165), (172.5, 161), (158.5, 88), (156.5, 79), (154, 76.5), (150, 75.5), (144.5, 80), (144.5, 89), (146.5, 90), (147.5, 94), (160.5, 162), (163, 166.5), (168, 167.5)]","[124638.491, 487033.587]",5.834,39.363
13_3813_4319,"[(142, 149), (147, 146), (146.5, 136), (140.5, 105), (141.5, 101), (139.5, 99), (138.5, 88), (136, 83.5), (125, 85.5), (124.5, 92), (132.5, 141), (136, 151), (139, 151)]","[124628.855, 487035.407]",6.438,28.183
13_3813_4319,"[(116, 173), (109, 140), (108.5, 133), (101.5, 94), (99, 89.5), (94, 88.5), (91.5, 90), (89.5, 95), (96.5, 135), (105, 175), (109, 178)]","[124614.813, 487028.907]",5.174,38.11
13_3813_4319,"[(84, 156.5), (89.5, 148), (85.5, 116), (83.5, 106), (76, 97.5), (73, 96.5), (67.5, 107), (71.5, 133), (75.5, 150), (81, 155.5), (84, 156.5)]","[124604.888, 487031.387]",6.897,25.609
13_3813_4319,"[(49, 157.5), (51.5, 153), (51.5, 147), (42.5, 104), (41, 101.5), (38, 100.5), (33.5, 104), (33.5, 106), (40.5, 145), (44.5, 155), (49, 157.5)]","[124589.771, 487030.407]",4.35,24.379
13_3813_4319,"[(16, 99), (20, 99), (23, 102), (33, 147), (39, 182), (38, 190), (31, 192), (27, 188), (17, 140), (12, 108), (12, 103)]","[124582.509, 487023.263]",5.979,39.524
13_3795_4325,"[(72, 71), (75, 65), (85, 62), (139, 54), (146, 57), (146, 60), (141, 65), (106, 71), (77, 75)]","[122682.241, 487702.546]",31.606,5.032
13_3791_4322,"[(45, 255.5), (17, 227.5), (7.5, 237), (26, 255.5), (45, 255.5)]","[122216.631, 487304.68]",5.643,16.631
13_3805_4319,"[(21, 112.5), (56.5, 77), (49, 67.5), (32, 84.5), (29.5, 85), (30.5, 86), (25, 91.5), (24, 90.5), (21.5, 93), (22.5, 94), (13.5, 103), (21, 112.5)]","[123726.335, 487046.677]",21.68,5.643
13_3791_4282,"[(119, 69.5), (122.5, 66), (133.5, 15), (132, 12.5), (122, 10.5), (119.5, 12), (111.5, 59), (112.5, 68), (114, 69.5), (119, 69.5)]","[122257.489, 483089.896]",24.958,6.013
13_3791_4282,"[(102, 126.5), (119.5, 84), (119, 81.5), (110, 77.5), (106.5, 81), (90.5, 121), (99, 126.5), (102, 126.5)]","[122250.564, 483063.419]",20.789,5.528
13_3791_4282,"[(5, 243.5), (11.5, 239), (37.5, 207), (38.5, 203), (33, 198.5), (31, 198.5), (26.5, 203), (1.5, 234), (0, 238), (5, 243.5)]","[122214.516, 483013.575]",22.084,4.645
13_3791_4282,"[(39, 210), (47, 215), (17, 251), (11, 251), (10, 245), (21, 230)]","[122217.926, 483009.288]",21.295,4.356
13_3779_4326,"[(190, 39.5), (207.5, 10), (198, 4.5), (181.5, 33), (183, 35.5), (190, 39.5)]","[120997.716, 487827.916]",14.424,4.61
13_3779_4326,"[(165, 81.5), (184.5, 48), (178, 43.5), (174.5, 45), (156.5, 77), (159, 79.5), (165, 81.5)]","[120987.732, 487810.917]",17.082,4.264
13_3779_4326,"[(136, 131.5), (159.5, 91), (151, 85.5), (148.5, 86), (126.5, 125), (128, 127.5), (136, 131.5)]","[120976.119, 487791.696]",20.106,5.05
13_3810_4315,"[(94, 46.5), (95.5, 36), (94, 34.5), (73, 34.5), (71.5, 36), (72, 46.5), (94, 46.5)]","[124284.259, 486637.411]",10.08,5.04
13_3810_4315,"[(212, 51.5), (228, 50.5), (228.5, 37), (227, 35.5), (215, 35.5), (193.5, 37), (194, 51.5), (212, 51.5)]","[124337.94, 486636.095]",14.691,6.673
13_3810_4315,"[(14, 56.5), (41, 55.5), (42.5, 54), (41.5, 37), (9, 36.5), (8.5, 55), (10, 56.5), (14, 56.5)]","[124259.842, 486634.89]",8.393,14.272
13_3810_4315,"[(67, 55.5), (68.5, 54), (68.5, 46), (67, 36.5), (44, 36.5), (42.5, 38), (43, 55.5), (67, 55.5)]","[124272.561, 486635.055]",10.92,7.98
13_3810_4315,"[(145, 50.5), (188, 49.5), (189.5, 46), (188.5, 38), (144, 37.5), (143.5, 49), (145, 50.5)]","[124318.954, 486635.969]",5.455,19.305
13_3810_4315,"[(135, 49.5), (136.5, 46), (135, 37.5), (100.5, 38), (101, 49.5), (135, 49.5)]","[124298.999, 486636.077]",15.07,5.039
13_3810_4315,"[(254, 53.5), (255.5, 52), (255, 38.5), (233, 39.5), (231.5, 41), (233, 53.5), (254, 53.5)]","[124351.701, 486634.995]",9.907,6.274
13_3754_4293,"[(253, 112.5), (255.5, 106), (255.5, 83), (244, 79.5), (235.5, 107), (240, 109.5), (253, 112.5)]","[118331.988, 484248.223]",12.556,7.901
13_3754_4293,"[(244, 144.5), (245.5, 143), (251.5, 117), (237, 112.5), (235.5, 114), (235.5, 120), (229, 142), (244, 144.5)]","[118329.203, 484234.737]",12.829,6.845
13_3754_4293,"[(227, 201.5), (240.5, 151), (226, 146.5), (226.5, 150), (220.5, 174), (217.5, 177), (212.5, 198), (227, 201.5)]","[118323.347, 484215.499]",22.361,6.512
13_3754_4293,"[(211, 252.5), (226.5, 211), (225, 206.5), (216, 203.5), (212.5, 204), (197.5, 246), (199, 248.5), (211, 252.5)]","[118317.271, 484193.384]",20.285,6.526
13_3798_4280,"[(1, 156), (13, 150), (11.5, 147), (0, 120.5), (0, 152), (1, 152.5)]","[122960.87, 482831.493]",5.628,13.813
13_3798_4280,"[(19, 203.5), (28, 199.5), (28.5, 197), (13.5, 161), (9, 155.5), (2, 158.5), (0.5, 161), (19, 203.5)]","[122965.215, 482815.938]",5.006,20.179
13_3798_4280,"[(50, 255.5), (52.5, 254), (52.5, 252), (34, 215), (31, 210), (18, 216), (23.5, 225), (40.5, 255), (50, 255.5)]","[122974.065, 482793.25]",6.031,21.086
13_3791_4338,"[(129, 109), (134, 125), (150, 118), (135, 71), (128, 73.5), (120.5, 77), (124, 89), (128, 106)]","[122263.059, 489086.111]",7.296,21.479
13_3791_4338,"[(151, 164.5), (163.5, 160), (153, 122.5), (137.5, 127), (146.5, 163), (151, 164.5)]","[122269.544, 489066.931]",7.215,16.76
13_3791_4338,"[(163, 218.5), (178.5, 212), (168.5, 181), (166, 177.5), (149.5, 184), (160.5, 218), (163, 218.5)]","[122275.286, 489044.146]",7.98,15.996
13_3790_4283,"[(244, 68.5), (255.5, 50), (255, 31.5), (235.5, 64), (244, 68.5)]","[122202.771, 483191.543]",15.918,4.178
13_3790_4283,"[(213, 135.5), (236.5, 96), (224, 87.5), (199.5, 127), (202, 130.5), (213, 135.5)]","[122190.394, 483166.713]",20.218,6.7
13_3790_4283,"[(189, 174.5), (197.5, 166), (205.5, 150), (207.5, 141), (205, 138.5), (199.5, 141), (190.5, 157), (187.5, 166), (187.5, 174), (189, 174.5)]","[122181.633, 483148.337]",16.623,4.32
13_3790_4283,"[(243, 94), (238, 99), (221, 125), (219, 132), (219, 136), (226, 134), (242, 109), (245, 100)]","[122196.342, 483164.998]",20.291,3.806
13_3778_4332,"[(37, 196.5), (39.5, 195), (41, 190), (36.5, 185), (7, 154.5), (0, 150.5), (0, 163), (29, 193.5), (33, 196.5), (37, 196.5)]","[120816.793, 488408.676]",4.743,24.976
13_3778_4332,"[(69, 223), (73, 219), (47, 192), (38, 201), (64, 227)]","[120831.929, 488394.179]",5.346,15.74
13_3778_4332,"[(90, 247.5), (95.5, 241), (77, 223.5), (70.5, 231), (86, 245.5), (90, 247.5)]","[120843.483, 488383.183]",4.165,10.874
13_3778_4332,"[(49, 255.5), (16, 225.5), (13, 223.5), (9.5, 227), (8.5, 229), (36, 255.5), (49, 255.5)]","[120820.072, 488380.994]",3.673,20.328
13_3763_4330,"[(158, 235), (170, 233), (163, 194), (149, 198), (155.5, 231), (157, 232.5)]","[119262.885, 488177.006]",6.084,16.642
13_3783_4328,"[(74, 225), (92, 201), (98, 199), (99, 203), (92, 218), (75, 241), (69, 245), (67, 238)]","[121381.017, 487959.018]",22.776,4.332
13_3792_4303,"[(22, 105.5), (33.5, 98), (12, 62.5), (0.5, 70), (22, 105.5)]","[122321.06, 485328.88]",5.763,17.624
13_3792_4303,"[(58, 148.5), (60.5, 145), (58.5, 137), (39.5, 105), (37, 102.5), (32, 103.5), (29.5, 107), (30.5, 110), (50.5, 144), (58, 148.5)]","[122332.93, 485311.708]",4.387,21.827
13_3792_4303,"[(66, 190.5), (71.5, 186), (68.5, 179), (49.5, 147), (47, 144.5), (43, 144.5), (39.5, 148), (41.5, 154), (61.5, 187), (66, 190.5)]","[122337.157, 485294.071]",4.39,21.544
13_3792_4303,"[(95, 229.5), (107.5, 221), (86.5, 185), (84, 184.5), (71.5, 193), (92.5, 229), (95, 229.5)]","[122351.51, 485277.22]",7.135,18.653
13_3792_4303,"[(131, 255.5), (112, 223.5), (95.5, 233), (109, 255.5), (131, 255.5)]","[122361.137, 485262.637]",7.996,15.738
13_3800_4315,"[(18, 65), (22, 63), (22, 57), (6, 46.5), (0, 42.5), (0, 52), (3, 54.5)]","[123178.604, 486631.468]",3.73,12.453
13_3779_4341,"[(1, 255), (47, 162), (56, 160), (61, 161), (61, 170), (17, 255)]","[120930.0, 489362.772]",46.56,6.76
13_3779_4341,"[(101, 255), (116, 219), (122, 219), (127, 220), (126, 227), (115, 255)]","[120964.439, 489350.151]",17.769,5.428
13_3779_4341,"[(152, 203), (150, 201), (151, 189), (174, 132), (182, 125), (188, 129), (187, 134), (169, 184), (159, 200), (156, 204)]","[120986.884, 489380.85]",35.095,6.225
13_3779_4341,"[(132, 209), (125, 207), (129, 192), (155, 127), (160, 124), (164, 126), (164, 129), (162, 136), (139, 195)]","[120976.936, 489380.026]",37.826,4.368
13_3779_4341,"[(1, 221), (6, 220), (12, 210), (61, 115), (62, 105), (60, 101), (55, 100), (50, 102), (43, 115), (23, 155), (9, 180), (2, 197), (1, 200)]","[120928.837, 489383.605]",56.152,6.896
13_3779_4341,"[(102, 1), (63, 75), (61, 83), (64, 91), (73, 91), (105, 29), (116, 9), (119, 1)]","[120953.175, 489431.09]",44.204,6.84
13_3779_4341,"[(166, 115), (163, 114), (162, 105), (187, 45), (193, 43), (196, 46), (197, 48), (187, 76), (173, 112)]","[120991.33, 489416.397]",32.359,5.371
13_3779_4341,"[(189, 93), (207, 47), (213, 44), (217, 45), (218, 51), (214, 62), (196, 108), (191, 114), (186, 113), (184, 106)]","[121000.587, 489416.846]",31.341,5.034
13_3779_4341,"[(226, 240), (231, 217), (236, 213), (242, 215), (243, 222), (237, 243), (236, 253), (234, 256), (224, 255)]","[121014.202, 489351.353]",18.308,5.371
13_3779_4341,"[(245, 245), (249, 224), (253, 222), (255, 222), (256, 250), (255, 253), (254, 255), (244, 256)]","[121021.465, 489348.8]",14.64,4.791
13_3779_4341,"[(253, 118), (249, 138), (238, 173), (235, 195), (238, 201), (241, 203), (248, 197), (255, 166), (256, 125), (255, 115)]","[121019.902, 489379.84]",37.347,6.317
13_3779_4341,"[(234, 151), (241, 117), (248, 117), (250, 123), (246, 143), (240, 159), (234, 160)]","[121017.658, 489392.159]",18.875,4.259
13_3779_4341,"[(124, 255), (140, 221), (149, 213), (151, 219), (146, 244), (141, 255)]","[120974.768, 489350.127]",20.432,6.46
13_3730_4278,"[(215, 222.5), (221.5, 214), (221.5, 212), (181, 183.5), (174.5, 193), (215, 222.5)]","[115731.03, 482590.872]",5.172,21.291
13_3793_4342,"[(176, 86), (219, 66), (226, 83), (184, 104), (176, 88)]","[122505.775, 489521.772]",20.286,8.265
13_3774_4334,"[(150, 106.5), (160, 98.5), (184.5, 74), (185.5, 71), (184, 66.5), (177, 68.5), (145.5, 99), (145.5, 105), (150, 106.5)]","[120447.934, 488660.941]",22.865,4.085
13_3774_4334,"[(80, 124.5), (116.5, 88), (115, 82.5), (111, 81.5), (73.5, 117), (74.5, 123), (80, 124.5)]","[120418.284, 488653.855]",24.056,4.158
13_3774_4334,"[(40, 153.5), (65.5, 127), (66, 121.5), (60, 123.5), (35.5, 149), (37, 153.5), (40, 153.5)]","[120399.893, 488639.438]",18.13,2.684
13_3774_4334,"[(0, 199.5), (26.5, 175), (31.5, 169), (36.5, 159), (36, 157.5), (34, 156.5), (24, 162.5), (2.5, 184), (0, 188), (0, 199.5)]","[120385.738, 488623.062]",23.165,4.455
13_3774_4334,"[(34, 223.5), (50.5, 209), (76, 181), (74.5, 180), (72, 176.5), (68, 174), (31, 208), (24, 216), (28.5, 221), (34, 223.5)]","[120399.421, 488613.439]",26.099,5.851
13_3790_4281,"[(205, 43.5), (220, 31.5), (252.5, 0), (238, 0), (233, 3.5), (199.5, 35), (199.5, 41), (205, 43.5)]","[122192.707, 482990.155]",28.013,4.827
13_3790_4281,"[(183, 59.5), (193.5, 49), (179, 32.5), (167.5, 43), (180.5, 59), (183, 59.5)]","[122174.685, 482979.261]",6.874,9.627
13_3790_4281,"[(159, 79.5), (169.5, 69), (155, 52.5), (143.5, 63), (154.5, 77), (159, 79.5)]","[122164.587, 482970.866]",6.95,9.627
13_3790_4281,"[(113, 113.5), (151.5, 82), (144, 71.5), (142, 71.5), (104.5, 103), (105.5, 106), (113, 113.5)]","[122152.623, 482959.957]",21.691,5.94
13_3790_4281,"[(58, 139.5), (98, 111.5), (100.5, 107), (100.5, 103), (93, 103.5), (53, 132.5), (52.5, 138), (54, 139.5), (58, 139.5)]","[122131.048, 482947.906]",24.95,3.953
13_3790_4281,"[(61, 152.5), (73, 145.5), (105, 120.5), (107.5, 118), (107.5, 113), (105, 110.5), (100, 111.5), (64, 138.5), (55.5, 146), (55.5, 150), (58, 152.5), (61, 152.5)]","[122133.224, 482943.381]",26.796,4.62
